¹	D7 D6 D5 D4 D3 D2 D1 D0 HEX
1223	1  0  0  1  1  1  1  0  0x9E
1224	1  1  1  0  1  1  1  0  0xEE
1225	1  1  0  1  1  1  1  1  0xDF
1226	1  1  1  0  1  0  1  1  0xEB
1227	1  0  1  0  1  0  1  1  0xAB
1228	0  1  0  0  0  0  1  0  0x42
1229	1  1  0  1  0  0  0  1  0xD1
1230	0  1  1  0  0  1  1  0  0x66
1231	1  0  0  1  1  0  0  0  0x98
1232	0  1  1  1  1  0  0  0  0x78
1233	1  0  1  1  0  1  0  1  0xB5
1234	0  0  0  1  1  1  0  0  0x1C
1235	1  0  0  0  0  0  0  0  0x80
1236	0  1  1  0  0  1  0  0  0x64
1237	1  1  0  0  1  0  0  0  0xC8
1238	1  1  0  0  1  0  1  1  0xCB
1239	0  0  0  0  1  1  1  0  0x0E
1240	0  0  1  1  0  1  0  1  0x35
1241	0  0  0  1  0  1  0  1  0x15
1242	0  1  1  0  0  1  0  1  0x65
1243	0  0  0  0  1  0  0  0  0x08
1244	0  1  1  1  0  1  1  0  0x76
1245	1  0  1  0  0  0  0  1  0xA1
1246	0  0  1  0  1  1  0  0  0x2C
1247	0  0  0  1  1  1  0  1  0x1D
1248	0  1  0  0  0  1  0  0  0x44
1249	1  1  0  1  1  0  0  0  0xD8
1250	0  0  0  0  1  0  1  0  0x0A
1251	1  1  1  0  1  1  1  1  0xEF
1252	1  1  0  1  0  0  0  1  0xD1
1253	0  0  1  1  1  0  0  0  0x38
1254	0  0  1  1  0  0  1  1  0x33
1255	0  1  1  0  0  1  0  0  0x64
1256	0  0  0  1  1  0  0  1  0x19
1257	0  0  1  1  1  1  0  0  0x3C
1258	1  1  1  1  1  1  0  1  0xFD
1259	0  0  1  0  1  0  1  0  0x2A
1260	1  1  1  0  0  1  0  0  0xE4
1261	1  0  0  0  1  0  1  1  0x8B
1262	1  1  1  1  1  1  1  1  0xFF
1263	1  0  0  0  1  0  0  1  0x89
1264	1  1  1  1  1  1  0  1  0xFD
1265	0  1  1  0  0  0  1  0  0x62
1266	0  1  1  0  1  0  0  1  0x69
1267	0  1  1  0  1  1  0  1  0x6D
1268	1  0  1  1  0  0  0  1  0xB1
1269	0  0  1  1  1  1  1  1  0x3F
1270	1  0  1  0  0  1  0  0  0xA4
1271	1  0  1  1  0  0  1  1  0xB3
1272	1  0  0  0  1  0  1  0  0x8A
1273	1  1  0  0  1  1  1  1  0xCF
1274	0  0  1  0  1  0  1  0  0x2A
1275	1  0  1  1  0  0  1  1  0xB3
1276	0  1  0  0  1  1  0  1  0x4D
1277	0  0  0  1  1  0  1  0  0x1A
1278	1  0  1  0  0  1  1  1  0xA7
1279	0  0  0  0  1  1  1  1  0x0F
1280	0  0  1  1  0  0  0  1  0x31
1281	1  1  1  0  1  1  0  1  0xED
1282	0  1  0  1  0  0  0  1  0x51
1283	1  0  1  1  1  1  0  0  0xBC
1284	0  1  1  0  0  0  1  0  0x62
1285	1  0  0  0  1  0  0  0  0x88
1286	1  0  0  0  0  1  0  0  0x84
1287	0  1  0  0  1  1  1  0  0x4E
1288	1  0  1  1  0  1  1  0  0xB6
1289	1  0  0  0  1  0  0  1  0x89
1290	1  0  1  0  0  0  1  1  0xA3
1291	1  0  0  0  1  0  0  0  0x88
1292	1  0  1  0  1  1  1  1  0xAF
1293	0  0  0  1  1  0  0  0  0x18
1294	0  0  1  0  1  0  1  1  0x2B
1295	0  0  1  0  0  1  0  0  0x24
1296	1  0  1  1  0  0  0  1  0xB1
1297	0  1  0  1  0  1  0  0  0x54
1298	0  0  0  1  1  0  0  0  0x18
1299	1  1  0  1  1  1  1  1  0xDF
1300	1  0  0  0  0  1  0  0  0x84
1301	1  1  1  1  1  1  1  0  0xFE
1302	0  1  1  1  1  1  0  0  0x7C
1303	1  1  0  0  1  0  0  0  0xC8
1304	0  0  0  0  1  1  0  1  0x0D
1305	0  1  1  0  0  1  0  0  0x64
1306	0  1  0  1  1  1  1  0  0x5E
1307	1  1  0  0  1  0  1  1  0xCB
1308	0  1  0  0  1  0  0  1  0x49
1309	1  0  0  1  0  0  0  1  0x91
1310	1  1  0  1  0  0  0  1  0xD1
1311	0  1  1  1  1  0  0  1  0x79
1312	1  0  0  0  1  0  1  1  0x8B
1313	1  0  1  1  0  0  1  1  0xB3
1314	0  1  0  1  0  1  0  1  0x55
1315	0  0  0  1  1  0  1  0  0x1A
1316	1  1  1  1  0  1  1  0  0xF6
1317	1  1  0  0  1  1  0  0  0xCC
1318	0  1  1  1  0  0  1  1  0x73
1319	1  1  1  1  0  1  0  1  0xF5
1320	0  0  1  1  1  1  0  1  0x3D
1321	1  0  0  1  1  1  0  1  0x9D
1322	1  0  0  1  0  0  1  1  0x93
1323	1  1  0  1  1  1  1  0  0xDE
1324	1  0  0  1  1  0  1  0  0x9A
1325	1  1  0  1  0  0  0  0  0xD0
1326	0  0  1  0  0  0  0  1  0x21
1327	0  0  0  0  0  0  0  1  0x01
1328	0  0  0  0  1  1  0  1  0x0D
1329	0  1  1  0  0  1  0  1  0x65
1330	1  1  1  0  0  0  0  0  0xE0
1331	1  1  1  0  1  1  1  1  0xEF
1332	1  1  0  1  0  1  1  1  0xD7
1333	0  1  0  1  1  1  1  0  0x5E
1334	1  0  0  0  1  1  1  0  0x8E
1335	1  1  1  0  0  1  1  0  0xE6
1336	0  0  1  1  0  1  1  0  0x36
1337	1  0  1  0  1  1  1  0  0xAE
1338	1  0  1  1  1  0  0  1  0xB9
1339	0  1  1  0  0  1  0  1  0x65
1340	0  1  1  0  0  0  1  0  0x62
1341	0  1  0  1  1  1  1  1  0x5F
1342	1  1  1  0  0  0  0  1  0xE1
1343	1  1  1  1  0  0  0  0  0xF0
1344	1  1  0  0  0  1  1  1  0xC7
1345	0  0  0  0  0  1  0  0  0x04
1346	1  1  0  0  1  1  1  1  0xCF
1347	0  0  1  0  0  0  0  1  0x21
1348	1  0  0  0  0  1  0  1  0x85
1349	0  1  0  1  1  1  1  0  0x5E
1350	0  0  1  1  0  1  0  1  0x35
1351	1  1  1  1  0  0  0  0  0xF0
1352	0  0  1  0  0  1  1  0  0x26
1353	0  1  0  1  0  0  1  0  0x52
1354	1  0  0  0  0  1  1  1  0x87
1355	0  1  0  0  0  1  0  0  0x44
1356	1  0  0  1  1  1  1  1  0x9F
1357	0  0  0  0  1  0  1  1  0x0B
1358	0  0  0  1  1  0  0  1  0x19
1359	1  0  1  1  1  0  0  1  0xB9
1360	1  0  0  0  1  0  0  1  0x89
1361	0  1  1  0  1  0  1  1  0x6B
1362	0  1  1  1  1  0  0  1  0x79
1363	1  0  1  1  0  1  0  0  0xB4
1364	1  0  1  0  0  0  0  0  0xA0
1365	1  0  1  1  1  0  0  0  0xB8
1366	0  0  0  0  1  1  1  1  0x0F
1367	1  0  1  0  0  1  0  1  0xA5
1368	0  1  1  1  1  1  0  0  0x7C
1369	1  0  0  0  0  1  0  0  0x84
1370	1  1  1  1  0  1  0  0  0xF4
1371	1  0  0  1  1  1  0  0  0x9C
1372	1  0  0  0  1  1  1  1  0x8F
1373	1  1  0  1  1  1  0  1  0xDD
1374	0  0  0  0  1  1  1  1  0x0F
1375	0  0  0  0  1  1  1  1  0x0F
1376	0  1  1  0  0  0  0  0  0x60
1377	1  0  1  1  0  1  1  0  0xB6
1378	0  1  1  1  0  1  1  0  0x76
1379	1  1  1  0  1  0  1  0  0xEA
1380	0  0  0  0  0  1  1  1  0x07
1381	1  0  0  1  0  1  0  1  0x95
1382	0  0  0  0  0  1  0  0  0x04
1383	1  1  0  1  1  0  0  0  0xD8
1384	1  1  1  0  1  0  0  0  0xE8
1385	0  1  1  1  1  1  1  1  0x7F
1386	0  0  1  1  0  1  1  0  0x36
1387	1  1  0  1  0  0  0  1  0xD1
1388	1  0  1  1  0  1  0  0  0xB4
1389	0  0  1  0  0  0  0  1  0x21
1390	0  1  0  0  1  0  1  1  0x4B
1391	1  1  1  0  0  1  0  0  0xE4
1392	1  0  0  1  1  1  0  1  0x9D
1393	0  1  0  0  0  0  0  0  0x40
1394	1  0  0  1  1  1  0  0  0x9C
1395	0  1  0  0  0  1  1  0  0x46
1396	1  1  0  1  1  0  0  0  0xD8
1397	0  1  1  0  0  0  1  0  0x62
1398	0  0  1  1  1  0  0  1  0x39
1399	1  0  0  1  1  1  0  0  0x9C
1400	0  1  0  1  1  0  0  1  0x59
1401	1  0  1  1  1  1  1  0  0xBE
1402	1  1  0  0  0  1  0  1  0xC5
1403	1  0  0  0  0  1  1  0  0x86
1404	1  1  0  0  1  0  1  0  0xCA
1405	0  1  1  0  0  0  0  1  0x61
1406	1  0  0  1  0  1  0  0  0x94
1407	0  1  1  0  1  1  0  0  0x6C
1408	1  1  0  0  1  1  0  1  0xCD
1409	1  0  1  0  0  0  1  1  0xA3
1410	0  0  0  0  0  0  1  0  0x02
1411	1  0  0  0  1  1  0  0  0x8C
1412	0  1  1  1  0  0  1  1  0x73
1413	1  1  0  0  1  0  0  1  0xC9
1414	0  0  0  1  0  1  1  1  0x17
1415	0  1  0  0  0  1  0  0  0x44
1416	1  1  1  1  1  1  0  1  0xFD
1417	1  1  1  1  1  1  0  0  0xFC
1418	0  1  0  1  1  0  0  0  0x58
1419	1  0  0  1  1  1  0  1  0x9D
1420	1  1  0  1  0  0  1  0  0xD2
1421	0  1  1  0  1  0  1  0  0x6A
1422	1  1  1  1  0  0  0  0  0xF0
1423	0  0  0  1  1  0  0  1  0x19
1424	1  1  0  0  0  0  0  0  0xC0
1425	1  0  1  1  1  0  1  0  0xBA
1426	0  0  0  0  0  0  0  0  0x00
1427	1  0  1  1  1  1  1  1  0xBF
1428	0  1  1  1  0  1  1  1  0x77
1429	1  0  1  1  0  1  1  0  0xB6
1430	0  1  0  0  0  0  1  1  0x43
1431	0  1  1  0  0  1  0  0  0x64
1432	0  1  0  0  0  0  1  1  0x43
1433	0  0  1  1  0  1  0  0  0x34
1434	1  1  1  0  0  1  1  0  0xE6
1435	0  0  1  1  1  0  1  1  0x3B
1436	0  0  0  0  1  0  0  1  0x09
1437	0  1  0  0  0  1  0  1  0x45
1438	1  0  1  0  0  1  1  1  0xA7
1439	1  0  0  1  1  1  1  1  0x9F
1440	1  0  0  0  0  1  0  1  0x85
1441	1  0  1  0  0  0  0  1  0xA1
1442	0  0  1  0  1  1  0  0  0x2C
1443	0  0  1  0  0  0  0  0  0x20
1444	1  1  0  0  0  0  1  0  0xC2
1445	0  1  0  1  0  0  1  0  0x52
1446	1  0  1  0  0  1  1  0  0xA6
1447	1  1  0  0  1  1  0  1  0xCD
1448	1  1  0  1  1  0  1  1  0xDB
1449	1  0  1  0  0  0  0  1  0xA1
1450	1  0  1  0  0  1  1  0  0xA6
1451	1  1  0  0  0  0  1  0  0xC2
1452	1  1  1  1  0  0  0  0  0xF0
1453	0  0  1  1  1  1  1  0  0x3E
1454	0  0  1  1  1  1  1  1  0x3F
1455	1  1  1  1  0  0  0  1  0xF1
1456	0  1  1  0  1  0  1  1  0x6B
1457	1  0  1  1  0  0  1  1  0xB3
1458	0  1  0  1  1  1  1  0  0x5E
1459	0  0  1  1  0  1  0  1  0x35
1460	0  1  1  1  0  1  0  1  0x75
1461	0  0  0  0  1  0  1  0  0x0A
1462	0  1  1  0  0  1  1  0  0x66
1463	1  0  0  1  0  1  0  0  0x94
1464	1  0  1  1  0  0  1  1  0xB3
1465	1  0  1  1  1  1  1  0  0xBE
1466	0  0  0  0  1  1  1  1  0x0F
1467	1  1  0  1  0  1  0  0  0xD4
1468	0  1  0  0  0  1  0  1  0x45
1469	1  1  1  0  0  0  0  0  0xE0
1470	1  0  0  0  0  0  0  0  0x80
1471	0  1  0  0  0  0  1  0  0x42
1472	0  0  0  0  0  0  0  1  0x01
1473	1  0  0  0  1  0  1  0  0x8A
1474	1  0  1  0  1  0  1  1  0xAB
1475	1  0  1  1  1  1  1  0  0xBE
1476	1  1  1  0  1  1  0  0  0xEC
1477	1  0  0  0  1  0  0  1  0x89
1478	1  1  1  0  1  0  0  1  0xE9
1479	0  0  0  0  1  0  1  1  0x0B
1480	1  1  1  1  1  0  1  0  0xFA
1481	0  1  0  0  0  1  1  0  0x46
1482	1  1  0  1  0  1  1  1  0xD7
1483	0  1  0  1  0  1  0  1  0x55
1484	0  0  0  0  1  0  0  0  0x08
1485	1  1  1  1  0  1  0  1  0xF5
1486	0  1  1  1  0  0  0  1  0x71
1487	0  0  0  0  0  1  0  0  0x04
1488	0  0  0  1  0  1  1  0  0x16
1489	0  0  0  0  0  0  1  0  0x02
1490	0  1  1  0  1  1  0  0  0x6C
1491	1  1  0  0  0  0  0  0  0xC0
1492	1  1  0  0  1  0  0  1  0xC9
1493	1  0  1  1  1  0  0  0  0xB8
1494	1  1  0  1  1  0  0  0  0xD8
1495	1  1  0  0  0  1  0  1  0xC5
1496	0  0  1  0  0  0  0  1  0x21
1497	0  0  1  1  0  1  0  0  0x34
1498	1  1  1  1  0  1  1  1  0xF7
1499	0  1  1  0  1  0  0  1  0x69
1500	0  1  1  1  0  1  1  0  0x76
1501	1  0  0  0  1  0  0  1  0x89
1502	0  1  0  1  1  0  0  0  0x58
1503	1  1  1  0  1  0  1  0  0xEA
1504	1  0  1  1  1  0  0  1  0xB9
1505	0  0  1  1  0  1  0  1  0x35
1506	0  0  1  1  1  0  0  0  0x38
1507	0  1  1  1  1  1  0  1  0x7D
1508	1  1  1  0  1  0  0  1  0xE9
1509	1  1  0  0  0  1  0  0  0xC4
1510	0  0  0  1  1  0  0  1  0x19
1511	1  0  0  1  0  1  0  1  0x95
1512	1  1  0  1  0  1  0  0  0xD4
1513	1  1  0  0  0  0  1  1  0xC3
1514	1  0  1  0  0  1  0  0  0xA4
1515	0  1  1  1  0  0  0  1  0x71
1516	0  0  0  1  0  0  0  0  0x10
1517	1  1  1  0  0  1  1  1  0xE7
1518	1  0  1  1  1  1  0  0  0xBC
1519	1  1  1  0  1  0  0  1  0xE9
1520	0  0  1  1  1  0  0  1  0x39
1521	0  1  1  1  1  1  1  0  0x7E
1522	1  1  1  0  0  1  0  0  0xE4
1523	0  1  1  1  1  0  0  1  0x79
1524	0  1  1  0  1  1  0  0  0x6C
1525	0  0  0  1  0  1  1  1  0x17
1526	1  1  0  1  0  0  1  1  0xD3
1527	1  0  0  0  1  1  1  0  0x8E
1528	0  0  0  0  0  1  0  0  0x04
1529	0  1  1  0  1  1  1  0  0x6E
1530	0  1  0  1  0  1  1  0  0x56
1531	0  0  0  1  0  0  0  1  0x11
1532	1  0  0  1  0  1  0  0  0x94
1533	1  0  0  1  1  0  1  0  0x9A
1534	0  1  1  0  0  1  1  0  0x66
1535	0  0  1  1  0  0  1  0  0x32
1536	0  0  1  0  0  1  0  1  0x25
1537	0  1  1  1  1  0  1  0  0x7A
1538	1  0  0  0  1  0  0  1  0x89
1539	0  1  1  1  0  1  1  0  0x76
1540	1  0  1  1  0  0  0  1  0xB1
1541	0  1  0  1  1  1  0  0  0x5C
1542	0  1  1  0  1  1  1  0  0x6E
1543	0  0  0  0  0  0  1  1  0x03
1544	1  1  1  0  0  0  0  0  0xE0
1545	1  1  1  1  0  0  0  0  0xF0
1546	1  1  0  0  0  0  1  1  0xC3
1547	0  0  1  0  1  1  0  0  0x2C
1548	0  0  0  0  0  0  0  1  0x01
1549	0  1  1  0  1  1  0  1  0x6D
1550	0  1  0  1  1  0  1  0  0x5A
1551	0  0  1  1  1  0  0  0  0x38
1552	0  1  0  0  1  1  0  0  0x4C
1553	0  0  0  0  0  0  0  1  0x01
1554	0  1  1  1  1  1  0  1  0x7D
1555	0  1  1  1  1  0  0  0  0x78
1556	0  1  0  1  0  1  1  0  0x56
1557	0  1  1  1  1  1  1  1  0x7F
1558	1  0  0  0  1  1  1  1  0x8F
1559	1  0  0  0  1  0  0  0  0x88
1560	1  1  0  1  0  1  1  0  0xD6
1561	0  1  0  0  0  1  0  0  0x44
1562	1  1  1  0  0  1  0  0  0xE4
1563	1  1  1  0  0  1  0  0  0xE4
1564	1  0  0  1  0  1  1  1  0x97
1565	0  1  1  0  1  0  1  0  0x6A
1566	1  1  1  0  0  0  1  0  0xE2
1567	1  0  1  0  1  1  1  1  0xAF
1568	1  0  1  1  1  1  0  1  0xBD
1569	0  0  1  1  0  0  0  1  0x31
1570	0  1  0  1  1  0  0  0  0x58
1571	1  1  0  0  0  0  0  0  0xC0
1572	0  0  1  1  1  1  0  0  0x3C
1573	1  0  1  0  1  0  0  1  0xA9
1574	0  0  0  1  1  1  1  0  0x1E
1575	1  1  1  0  1  1  1  1  0xEF
1576	1  0  0  1  0  1  0  1  0x95
1577	1  0  1  0  0  1  0  1  0xA5
1578	1  1  1  0  1  1  1  0  0xEE
1579	1  0  0  1  1  1  1  0  0x9E
1580	1  1  0  1  0  0  1  1  0xD3
1581	1  1  0  1  1  1  0  1  0xDD
1582	1  0  0  0  0  0  1  1  0x83
1583	1  0  0  0  1  0  1  0  0x8A
1584	1  1  0  0  0  1  1  0  0xC6
1585	0  1  1  0  0  0  1  0  0x62
1586	1  1  1  1  0  0  0  0  0xF0
1587	1  1  0  1  0  1  0  0  0xD4
1588	0  1  1  1  1  1  1  1  0x7F
1589	0  1  0  0  1  0  0  0  0x48
1590	0  1  0  0  0  0  1  1  0x43
1591	0  1  0  0  1  0  1  1  0x4B
1592	0  0  0  0  1  1  0  1  0x0D
1593	1  0  0  0  1  1  1  0  0x8E
1594	0  1  0  1  1  0  1  0  0x5A
1595	1  1  1  1  1  1  0  0  0xFC
1596	0  1  1  1  0  1  1  0  0x76
1597	0  1  0  1  0  0  0  1  0x51
1598	0  0  0  0  0  1  0  0  0x04
1599	1  1  1  1  1  1  0  0  0xFC
1600	1  1  1  1  1  0  0  0  0xF8
1601	0  0  1  1  0  0  0  1  0x31
1602	0  1  0  1  1  1  0  0  0x5C
1603	0  1  1  1  0  1  0  0  0x74
1604	1  0  0  0  0  0  0  1  0x81
1605	0  0  0  0  0  1  0  0  0x04
1606	0  1  1  0  0  0  1  1  0x63
1607	1  1  1  0  1  1  1  0  0xEE
1608	0  1  1  0  1  1  0  0  0x6C
1609	1  0  1  1  1  0  1  0  0xBA
1610	1  1  0  1  1  1  0  1  0xDD
1611	1  1  1  0  0  0  0  0  0xE0
1612	0  1  1  1  1  1  1  0  0x7E
1613	1  0  0  1  0  0  0  0  0x90
1614	0  1  1  0  1  1  0  1  0x6D
1615	0  1  1  1  0  1  1  1  0x77
1616	0  0  1  0  0  0  0  1  0x21
1617	0  1  1  1  1  0  0  1  0x79
1618	1  1  1  1  0  1  0  0  0xF4
1619	1  0  1  0  0  1  0  1  0xA5
1620	1  1  0  1  1  1  1  1  0xDF
1621	1  1  0  0  1  0  1  0  0xCA
1622	0  0  1  0  0  1  1  1  0x27
1623	0  1  1  0  1  1  1  0  0x6E
1624	0  0  1  0  0  0  1  0  0x22
1625	0  0  1  0  0  1  0  0  0x24
1626	0  1  1  0  1  1  1  1  0x6F
1627	0  1  1  0  1  1  1  0  0x6E
1628	0  0  1  0  1  0  1  0  0x2A
1629	1  0  1  0  0  1  1  1  0xA7
1630	0  0  0  0  0  1  0  1  0x05
1631	1  0  1  0  1  1  1  1  0xAF
1632	0  1  0  0  1  1  1  1  0x4F
1633	0  1  0  1  0  1  0  0  0x54
1634	0  1  0  0  1  1  1  0  0x4E
1635	1  0  1  0  1  0  1  0  0xAA
1636	0  1  1  1  1  0  0  1  0x79
1637	1  1  0  0  0  0  1  1  0xC3
1638	0  1  1  1  0  1  0  0  0x74
1639	1  0  0  1  1  0  1  1  0x9B
1640	1  1  0  1  1  1  0  1  0xDD
1641	0  0  0  0  0  1  1  1  0x07
1642	0  1  0  0  0  1  1  0  0x46
1643	0  0  0  0  1  0  1  0  0x0A
1644	1  1  1  1  1  0  1  0  0xFA
1645	1  1  0  1  1  1  1  1  0xDF
1646	0  1  0  1  0  0  1  0  0x52
1647	1  0  0  1  0  1  1  0  0x96
1648	1  1  0  1  0  0  1  1  0xD3
1649	0  0  0  1  1  1  1  0  0x1E
1650	0  1  0  0  0  0  0  1  0x41
1651	0  0  0  0  0  1  0  1  0x05
1652	0  1  1  0  1  1  1  0  0x6E
1653	0  1  0  1  1  1  0  1  0x5D
1654	0  1  1  1  0  0  1  1  0x73
1655	1  0  0  0  1  0  0  1  0x89
1656	1  0  0  0  1  1  0  1  0x8D
1657	1  1  0  1  1  1  1  1  0xDF
1658	1  1  0  1  1  0  1  1  0xDB
1659	0  1  0  1  0  1  0  1  0x55
1660	1  0  1  0  1  0  1  1  0xAB
1661	1  1  0  0  0  1  0  0  0xC4
1662	0  0  0  1  1  1  0  0  0x1C
1663	0  1  1  0  0  0  0  0  0x60
1664	0  0  1  1  1  0  1  0  0x3A
1665	0  1  1  1  0  0  1  0  0x72
1666	1  1  1  0  0  1  0  1  0xE5
1667	0  1  1  1  1  0  0  1  0x79
1668	0  0  0  1  1  1  0  0  0x1C
1669	0  1  0  0  0  0  0  0  0x40
1670	1  0  0  0  1  0  1  0  0x8A
1671	1  0  0  0  1  1  0  0  0x8C
1672	0  1  1  0  0  0  0  0  0x60
1673	0  1  1  0  0  1  0  1  0x65
1674	1  1  1  0  0  0  1  1  0xE3
1675	0  0  1  1  0  0  1  1  0x33
1676	0  0  1  1  1  1  1  0  0x3E
1677	0  0  1  0  0  0  0  0  0x20
1678	0  1  1  0  1  0  1  0  0x6A
1679	1  0  0  0  0  0  0  0  0x80
1680	0  1  0  1  0  1  0  1  0x55
1681	0  0  1  0  1  0  0  1  0x29
1682	1  0  0  1  0  0  0  0  0x90
1683	0  0  0  0  1  0  0  1  0x09
1684	0  0  1  0  0  0  1  1  0x23
1685	0  1  0  1  1  0  0  1  0x59
1686	0  1  1  0  0  0  0  0  0x60
1687	0  0  1  1  0  1  0  1  0x35
1688	1  1  0  0  0  1  0  1  0xC5
1689	1  0  0  1  0  1  0  1  0x95
1690	0  1  0  1  0  1  1  1  0x57
1691	1  1  0  0  0  1  1  1  0xC7
1692	1  1  1  1  0  0  0  1  0xF1
1693	0  0  0  0  0  0  0  0  0x00
1694	1  0  0  0  0  0  1  0  0x82
1695	1  0  1  0  1  0  0  0  0xA8
1696	0  0  1  1  0  0  0  1  0x31
1697	0  1  1  0  0  0  0  1  0x61
1698	1  1  0  1  1  0  0  1  0xD9
1699	1  1  1  1  1  0  0  1  0xF9
1700	0  1  1  0  0  0  1  0  0x62
1701	1  1  0  1  0  0  1  0  0xD2
1702	1  1  0  1  1  0  1  1  0xDB
1703	0  1  0  1  1  0  0  1  0x59
1704	0  1  1  0  1  1  0  0  0x6C
1705	1  0  1  0  1  0  1  0  0xAA
1706	0  1  1  0  1  1  0  0  0x6C
1707	0  1  1  1  0  0  1  1  0x73
1708	0  1  0  0  0  0  1  1  0x43
1709	1  0  1  0  1  1  0  1  0xAD
1710	1  1  1  0  1  0  1  1  0xEB
1711	1  1  0  0  1  1  0  0  0xCC
1712	0  0  0  1  1  1  1  0  0x1E
1713	0  1  1  1  0  0  1  1  0x73
1714	1  0  0  1  1  0  0  0  0x98
1715	1  1  0  0  1  1  0  0  0xCC
1716	1  1  1  1  0  1  1  1  0xF7
1717	0  0  0  1  0  1  1  0  0x16
1718	0  0  1  0  0  1  0  0  0x24
1719	0  0  0  0  1  0  1  0  0x0A
1720	0  1  0  0  0  1  0  0  0x44
1721	0  0  0  1  1  1  1  1  0x1F
1722	1  0  0  1  1  0  1  0  0x9A
1723	1  1  0  1  1  1  0  0  0xDC
1724	1  1  1  1  0  1  0  0  0xF4
1725	1  0  1  1  0  0  1  1  0xB3
1726	0  1  1  0  1  1  1  0  0x6E
1727	0  0  0  1  1  1  1  1  0x1F
1728	1  0  1  0  1  1  0  0  0xAC
1729	1  1  1  1  1  0  1  0  0xFA
1730	1  1  1  0  0  0  1  1  0xE3
1731	0  1  0  0  0  0  1  1  0x43
1732	0  1  0  0  0  0  1  0  0x42
1733	1  1  0  1  0  0  0  0  0xD0
1734	1  0  1  0  0  0  1  0  0xA2
1735	1  0  0  1  1  0  1  1  0x9B
1736	0  1  1  1  1  0  1  1  0x7B
1737	1  0  1  1  0  0  0  0  0xB0
1738	1  0  0  1  0  1  1  1  0x97
1739	1  1  1  0  0  1  0  0  0xE4
1740	0  0  0  0  0  0  0  1  0x01
1741	1  1  0  1  1  1  0  1  0xDD
1742	0  0  0  0  1  1  1  1  0x0F
1743	0  0  0  1  0  0  1  1  0x13
1744	1  0  1  0  1  0  0  0  0xA8
1745	1  1  0  1  0  0  1  0  0xD2
1746	0  0  0  1  0  0  0  1  0x11
1747	0  1  1  0  0  1  0  0  0x64
1748	1  1  1  0  0  0  1  0  0xE2
1749	1  1  1  0  1  1  0  0  0xEC
1750	1  1  1  1  1  0  1  0  0xFA
1751	1  0  0  1  1  1  1  1  0x9F
1752	1  0  0  0  0  0  0  0  0x80
1753	0  1  0  1  0  1  1  0  0x56
1754	0  1  0  1  1  1  0  0  0x5C
1755	1  0  1  0  1  1  0  1  0xAD
1756	1  0  1  0  1  0  1  1  0xAB
1757	0  0  1  1  0  1  0  1  0x35
1758	0  0  0  1  1  0  0  0  0x18
1759	0  1  0  1  1  1  0  0  0x5C
1760	0  0  1  0  0  0  1  0  0x22
1761	0  0  0  1  0  1  0  1  0x15
1762	1  0  1  1  1  0  0  1  0xB9
1763	0  1  1  0  1  1  1  1  0x6F
1764	1  0  1  1  0  1  1  0  0xB6
1765	1  0  0  1  0  1  0  0  0x94
1766	0  0  0  1  0  1  0  0  0x14
1767	1  1  1  0  1  0  1  0  0xEA
1768	0  0  0  0  0  0  1  1  0x03
1769	0  1  0  0  1  1  0  1  0x4D
1770	0  0  0  1  1  1  1  0  0x1E
1771	1  0  0  1  1  1  0  0  0x9C
1772	0  1  1  1  0  0  0  0  0x70
1773	0  0  0  0  0  1  1  1  0x07
1774	0  0  0  0  1  1  1  0  0x0E
1775	1  1  1  0  1  1  0  1  0xED
1776	0  1  1  0  1  0  0  1  0x69
1777	0  0  0  1  1  1  1  1  0x1F
1778	1  0  1  1  0  0  1  1  0xB3
1779	1  1  1  0  1  0  0  1  0xE9
1780	1  1  0  1  1  1  0  0  0xDC
1781	0  0  1  1  0  0  1  1  0x33
1782	0  0  0  1  0  1  1  1  0x17
1783	1  0  0  0  1  1  0  1  0x8D
1784	1  1  1  1  0  0  1  0  0xF2
1785	0  0  0  1  0  0  0  0  0x10
1786	0  1  0  1  0  1  0  1  0x55
1787	0  1  0  1  0  0  1  0  0x52
1788	0  0  0  0  1  1  1  1  0x0F
1789	1  1  0  1  1  1  1  0  0xDE
1790	1  0  1  1  1  0  0  0  0xB8
1791	1  1  1  1  1  0  0  0  0xF8
1792	0  0  0  0  1  1  0  1  0x0D
1793	1  0  0  0  1  0  1  1  0x8B
1794	0  0  0  1  0  1  0  1  0x15
1795	1  0  0  1  0  1  0  0  0x94
1796	1  0  1  1  0  1  0  0  0xB4
1797	0  1  1  1  0  1  0  1  0x75
1798	0  1  1  0  1  0  1  1  0x6B
1799	1  1  0  1  1  1  0  1  0xDD
1800	0  1  1  1  1  1  0  1  0x7D
1801	0  1  0  1  1  0  1  1  0x5B
1802	1  0  1  1  1  0  0  0  0xB8
1803	1  0  1  1  0  0  1  1  0xB3
1804	1  0  0  0  1  0  0  0  0x88
1805	1  0  0  0  0  1  0  1  0x85
1806	0  0  0  1  1  1  1  0  0x1E
1807	1  1  1  1  0  0  0  1  0xF1
1808	1  1  0  1  1  0  1  1  0xDB
1809	0  0  1  1  0  0  1  1  0x33
1810	0  0  1  1  0  1  1  1  0x37
1811	0  1  1  1  0  1  0  0  0x74
1812	1  1  0  1  1  1  0  1  0xDD
1813	0  1  0  0  0  0  1  1  0x43
1814	1  0  1  1  0  1  0  1  0xB5
